id,scheme_slug,field_name,operator,rule_value,description
9148,pm-national-youth-apprenticeship-monthly-stipend-phase-7,age,between,18-29,Citizen age must be between '18-29'
9149,pm-national-artisan-craftsman-modern-tool-kit-grant-phase-7,occupation,eq,Artisan,Citizen occupation must be eq 'Artisan'
9150,pm-national-artisan-craftsman-modern-tool-kit-grant-phase-7,annual_income,lte,300000,Citizen annual_income must be lte '300000'
9151,pm-national-rural-youth-driving-heavy-machinery-training-phase-7,occupation,eq,Unemployed,Citizen occupation must be eq 'Unemployed'
9152,pm-national-rural-youth-driving-heavy-machinery-training-phase-7,age,between,18-35,Citizen age must be between '18-35'
9153,pm-national-it-emerging-tech-bootcamp-voucher-phase-7,occupation,eq,Student,Citizen occupation must be eq 'Student'
9154,pm-national-it-emerging-tech-bootcamp-voucher-phase-7,annual_income,lte,500000,Citizen annual_income must be lte '500000'
9155,pm-national-self-employment-micro-credit-guarantee-phase-7,occupation,eq,Self-Employed,Citizen occupation must be eq 'Self-Employed'
9156,pm-national-self-employment-micro-credit-guarantee-phase-7,annual_income,lte,400000,Citizen annual_income must be lte '400000'
9157,pm-national-pucca-house-construction-subsidy-phase-7,annual_income,lte,250000,Citizen annual_income must be lte '250000'
9158,pm-national-rooftop-solar-green-energy-assistance-phase-7,annual_income,lte,600000,Citizen annual_income must be lte '600000'
9159,pm-national-slum-rehabilitation-ews-flat-allocation-phase-7,annual_income,lte,200000,Citizen annual_income must be lte '200000'
9160,pm-national-rural-toilet-water-tap-incentive-phase-7,annual_income,lte,200000,Citizen annual_income must be lte '200000'
9161,pm-national-micro-enterprise-collateral-free-loan-phase-7,occupation,eq,Business,Citizen occupation must be eq 'Business'
9162,pm-national-micro-enterprise-collateral-free-loan-phase-7,annual_income,lte,800000,Citizen annual_income must be lte '800000'
9163,pm-national-women-entrepreneur-startup-grant-phase-7,occupation,eq,Business,Citizen occupation must be eq 'Business'
9164,pm-national-women-entrepreneur-startup-grant-phase-7,gender,eq,Female,Citizen gender must be eq 'Female'
9165,pm-national-export-promotion-quality-certification-subsidy-phase-7,occupation,eq,Business,Citizen occupation must be eq 'Business'
9166,pm-national-export-promotion-quality-certification-subsidy-phase-7,occupation,eq,Business,Citizen occupation must be eq 'Business'
9167,pm-national-credit-linked-capital-subsidy-for-tech-upgradation-phase-7,occupation,eq,Business,Citizen occupation must be eq 'Business'
9168,pm-national-credit-linked-capital-subsidy-for-tech-upgradation-phase-7,annual_income,lte,1000000,Citizen annual_income must be lte '1000000'
9169,pm-national-e-vehicle-green-mobility-subsidy-phase-7,annual_income,lte,750000,Citizen annual_income must be lte '750000'
9170,pm-national-rainwater-harvesting-ground-water-recharge-grant-phase-7,annual_income,lte,500000,Citizen annual_income must be lte '500000'
9171,pm-national-bio-gas-cattle-dung-renewable-plant-subsidy-phase-7,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9172,pm-national-bio-gas-cattle-dung-renewable-plant-subsidy-phase-7,annual_income,lte,400000,Citizen annual_income must be lte '400000'
9173,pm-national-kisan-samriddhi-crop-assistance-phase-8,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9174,pm-national-kisan-samriddhi-crop-assistance-phase-8,annual_income,lte,300000,Citizen annual_income must be lte '300000'
9175,pm-national-solar-krishi-pump-subsidy-phase-8,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9176,pm-national-solar-krishi-pump-subsidy-phase-8,annual_income,lte,500000,Citizen annual_income must be lte '500000'
9177,pm-national-horticulture-drip-irrigation-grant-phase-8,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9178,pm-national-horticulture-drip-irrigation-grant-phase-8,annual_income,lte,400000,Citizen annual_income must be lte '400000'
9179,pm-national-dairy-cattle-development-incentive-phase-8,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9180,pm-national-dairy-cattle-development-incentive-phase-8,annual_income,lte,300000,Citizen annual_income must be lte '300000'
9181,pm-national-fodder-cultivation-animal-care-grant-phase-8,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9182,pm-national-fodder-cultivation-animal-care-grant-phase-8,annual_income,lte,250000,Citizen annual_income must be lte '250000'
9183,pm-national-fisheries-pond-biofloc-support-phase-8,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9184,pm-national-fisheries-pond-biofloc-support-phase-8,annual_income,lte,400000,Citizen annual_income must be lte '400000'
9185,pm-national-soil-health-organic-farming-mission-phase-8,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9186,pm-national-soil-health-organic-farming-mission-phase-8,annual_income,lte,300000,Citizen annual_income must be lte '300000'
9187,pm-national-farm-mechanization-rotavator-subsidy-phase-8,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9188,pm-national-farm-mechanization-rotavator-subsidy-phase-8,annual_income,lte,500000,Citizen annual_income must be lte '500000'
9189,pm-national-post-matric-merit-scholarship-phase-8,occupation,eq,Student,Citizen occupation must be eq 'Student'
9190,pm-national-post-matric-merit-scholarship-phase-8,annual_income,lte,250000,Citizen annual_income must be lte '250000'
9191,pm-national-free-digital-tablet-laptop-distribution-phase-8,occupation,eq,Student,Citizen occupation must be eq 'Student'
9192,pm-national-free-digital-tablet-laptop-distribution-phase-8,annual_income,lte,400000,Citizen annual_income must be lte '400000'
9193,pm-national-competitive-exam-coaching-assistance-phase-8,occupation,eq,Student,Citizen occupation must be eq 'Student'
9194,pm-national-competitive-exam-coaching-assistance-phase-8,annual_income,lte,500000,Citizen annual_income must be lte '500000'
9195,pm-national-girl-child-higher-education-incentive-phase-8,occupation,eq,Student,Citizen occupation must be eq 'Student'
9196,pm-national-girl-child-higher-education-incentive-phase-8,gender,eq,Female,Citizen gender must be eq 'Female'
9197,pm-national-technical-polytechnic-skill-stipend-phase-8,occupation,eq,Student,Citizen occupation must be eq 'Student'
9198,pm-national-technical-polytechnic-skill-stipend-phase-8,annual_income,lte,300000,Citizen annual_income must be lte '300000'
9199,pm-national-overseas-education-scholarship-for-ews-phase-8,occupation,eq,Student,Citizen occupation must be eq 'Student'
9200,pm-national-overseas-education-scholarship-for-ews-phase-8,annual_income,lte,800000,Citizen annual_income must be lte '800000'
9201,pm-national-special-education-aid-for-divyang-students-phase-8,occupation,eq,Student,Citizen occupation must be eq 'Student'
9202,pm-national-special-education-aid-for-divyang-students-phase-8,annual_income,lte,350000,Citizen annual_income must be lte '350000'
9203,pm-national-matru-kalyan-nutrition-dbt-phase-8,gender,eq,Female,Citizen gender must be eq 'Female'
9204,pm-national-mahila-swavalamban-livelihood-grant-phase-8,gender,eq,Female,Citizen gender must be eq 'Female'
9205,pm-national-kanya-vivah-marriage-assistance-phase-8,gender,eq,Female,Citizen gender must be eq 'Female'
9206,pm-national-working-women-hostel-transport-subsidy-phase-8,gender,eq,Female,Citizen gender must be eq 'Female'
9207,pm-national-single-mother-destitute-women-pension-phase-8,gender,eq,Female,Citizen gender must be eq 'Female'
9208,pm-national-sukanya-samriddhi-high-interest-top-up-phase-8,gender,eq,Female,Citizen gender must be eq 'Female'
9209,pm-national-universal-cashless-health-insurance-phase-8,annual_income,lte,500000,Citizen annual_income must be lte '500000'
9210,pm-national-critical-illness-relief-fund-cancer-kidney-phase-8,annual_income,lte,300000,Citizen annual_income must be lte '300000'
9211,pm-national-free-diagnostic-tests-medicine-scheme-phase-8,annual_income,lte,400000,Citizen annual_income must be lte '400000'
9212,pm-national-senior-citizen-specialized-geriatric-care-phase-8,age,gte,60,Citizen age must be gte '60'
9213,pm-national-emergency-accidental-trauma-insurance-phase-8,annual_income,lte,600000,Citizen annual_income must be lte '600000'
9214,pm-national-old-age-social-security-pension-phase-8,age,gte,60,Citizen age must be gte '60'
9215,pm-national-divyangjan-disability-monthly-pension-phase-8,annual_income,lte,250000,Citizen annual_income must be lte '250000'
9216,pm-national-antyodaya-subsidized-food-security-phase-8,annual_income,lte,100000,Citizen annual_income must be lte '100000'
9217,pm-national-sanitation-workers-rehabilitation-grant-phase-8,occupation,eq,Daily Wage,Citizen occupation must be eq 'Daily Wage'
9218,pm-national-sanitation-workers-rehabilitation-grant-phase-8,annual_income,lte,200000,Citizen annual_income must be lte '200000'
9219,pm-national-tribal-livelihood-forest-produce-grant-phase-8,occupation,eq,Artisan,Citizen occupation must be eq 'Artisan'
9220,pm-national-tribal-livelihood-forest-produce-grant-phase-8,annual_income,lte,250000,Citizen annual_income must be lte '250000'
9221,pm-national-youth-apprenticeship-monthly-stipend-phase-8,occupation,eq,Unemployed,Citizen occupation must be eq 'Unemployed'
9222,pm-national-youth-apprenticeship-monthly-stipend-phase-8,age,between,18-29,Citizen age must be between '18-29'
9223,pm-national-artisan-craftsman-modern-tool-kit-grant-phase-8,occupation,eq,Artisan,Citizen occupation must be eq 'Artisan'
9224,pm-national-artisan-craftsman-modern-tool-kit-grant-phase-8,annual_income,lte,300000,Citizen annual_income must be lte '300000'
9225,pm-national-rural-youth-driving-heavy-machinery-training-phase-8,occupation,eq,Unemployed,Citizen occupation must be eq 'Unemployed'
9226,pm-national-rural-youth-driving-heavy-machinery-training-phase-8,age,between,18-35,Citizen age must be between '18-35'
9227,pm-national-it-emerging-tech-bootcamp-voucher-phase-8,occupation,eq,Student,Citizen occupation must be eq 'Student'
9228,pm-national-it-emerging-tech-bootcamp-voucher-phase-8,annual_income,lte,500000,Citizen annual_income must be lte '500000'
9229,pm-national-self-employment-micro-credit-guarantee-phase-8,occupation,eq,Self-Employed,Citizen occupation must be eq 'Self-Employed'
9230,pm-national-self-employment-micro-credit-guarantee-phase-8,annual_income,lte,400000,Citizen annual_income must be lte '400000'
9231,pm-national-pucca-house-construction-subsidy-phase-8,annual_income,lte,250000,Citizen annual_income must be lte '250000'
9232,pm-national-rooftop-solar-green-energy-assistance-phase-8,annual_income,lte,600000,Citizen annual_income must be lte '600000'
9233,pm-national-slum-rehabilitation-ews-flat-allocation-phase-8,annual_income,lte,200000,Citizen annual_income must be lte '200000'
9234,pm-national-rural-toilet-water-tap-incentive-phase-8,annual_income,lte,200000,Citizen annual_income must be lte '200000'
9235,pm-national-micro-enterprise-collateral-free-loan-phase-8,occupation,eq,Business,Citizen occupation must be eq 'Business'
9236,pm-national-micro-enterprise-collateral-free-loan-phase-8,annual_income,lte,800000,Citizen annual_income must be lte '800000'
9237,pm-national-women-entrepreneur-startup-grant-phase-8,occupation,eq,Business,Citizen occupation must be eq 'Business'
9238,pm-national-women-entrepreneur-startup-grant-phase-8,gender,eq,Female,Citizen gender must be eq 'Female'
9239,pm-national-export-promotion-quality-certification-subsidy-phase-8,occupation,eq,Business,Citizen occupation must be eq 'Business'
9240,pm-national-export-promotion-quality-certification-subsidy-phase-8,occupation,eq,Business,Citizen occupation must be eq 'Business'
9241,pm-national-credit-linked-capital-subsidy-for-tech-upgradation-phase-8,occupation,eq,Business,Citizen occupation must be eq 'Business'
9242,pm-national-credit-linked-capital-subsidy-for-tech-upgradation-phase-8,annual_income,lte,1000000,Citizen annual_income must be lte '1000000'
9243,pm-national-e-vehicle-green-mobility-subsidy-phase-8,annual_income,lte,750000,Citizen annual_income must be lte '750000'
9244,pm-national-rainwater-harvesting-ground-water-recharge-grant-phase-8,annual_income,lte,500000,Citizen annual_income must be lte '500000'
9245,pm-national-bio-gas-cattle-dung-renewable-plant-subsidy-phase-8,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9246,pm-national-bio-gas-cattle-dung-renewable-plant-subsidy-phase-8,annual_income,lte,400000,Citizen annual_income must be lte '400000'
9247,pm-national-kisan-samriddhi-crop-assistance-phase-9,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9248,pm-national-kisan-samriddhi-crop-assistance-phase-9,annual_income,lte,300000,Citizen annual_income must be lte '300000'
9249,pm-national-solar-krishi-pump-subsidy-phase-9,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9250,pm-national-solar-krishi-pump-subsidy-phase-9,annual_income,lte,500000,Citizen annual_income must be lte '500000'
9251,pm-national-horticulture-drip-irrigation-grant-phase-9,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9252,pm-national-horticulture-drip-irrigation-grant-phase-9,annual_income,lte,400000,Citizen annual_income must be lte '400000'
9253,pm-national-dairy-cattle-development-incentive-phase-9,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9254,pm-national-dairy-cattle-development-incentive-phase-9,annual_income,lte,300000,Citizen annual_income must be lte '300000'
9255,pm-national-fodder-cultivation-animal-care-grant-phase-9,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9256,pm-national-fodder-cultivation-animal-care-grant-phase-9,annual_income,lte,250000,Citizen annual_income must be lte '250000'
9257,pm-national-fisheries-pond-biofloc-support-phase-9,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9258,pm-national-fisheries-pond-biofloc-support-phase-9,annual_income,lte,400000,Citizen annual_income must be lte '400000'
9259,pm-national-soil-health-organic-farming-mission-phase-9,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9260,pm-national-soil-health-organic-farming-mission-phase-9,annual_income,lte,300000,Citizen annual_income must be lte '300000'
9261,pm-national-farm-mechanization-rotavator-subsidy-phase-9,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9262,pm-national-farm-mechanization-rotavator-subsidy-phase-9,annual_income,lte,500000,Citizen annual_income must be lte '500000'
